movie_id,title,genres,year,tconst,averageRating,numVotes,isAdult,runtimeMinutes,original_language,budget,overview,popularity,revenue,tagline,tmdb_vote_avg,tmdb_vote_count
3055,Felicia's Journey,thriller,1999,tt0165773,7.0,7834.0,0.0,116,en,0,"A solitary middle-aged bachelor and a naive Irish teenager transform one another's lives to arrive at a place of recognition, redemption and wisdom in Atom Egoyan's adaptation of William Trevor's celebrated 1994 novel. Seventeen and pregnant, Felicia travels to England in search of her lover and is found instead by Joseph Ambrose Hilditch, a helpful catering manager whose kindness masks a serial killer. Hilditch has murdered several young women, but he has no conscious awareness of the crimes; like Felicia, he doesn't see his true self. Felicia's Journey is a story of innocence lost and regained: Felicia awakens to the world's dangers and duplicities; and Hilditch, who grew up lonely and unloved, comes to realize what was taken from him, and what he himself has taken.",4,0,,6,69
3056,Oxygen,thriller,1999,tt9612984,-1.0,-1.0,0.0,-1,en,0,"When housewife Frances Hannon is abducted and buried alive, detective Madeline Foster is brought in. With only 24 hours before Frances' oxygen runs out, Madeline pursues the trail laid by a killer calling himself Harry Houdini. After capturing him, Madeline brings Harry back to the police station, but is unable to get him to confess where Frances is buried. As time runs down, Harry gets inside the head of unstable, alcoholic Madeline.",7,0,A killer. A cop. Someone's... buried alive.,6,62
3057,Where's Marlowe?,comedy,1999,tt0118150,6.0,550.0,0.0,97,es,0,"After making a 3-hour fiasco about New York City's water supply, a two-man film crew decides to take it up a notch by documenting life in the private investigator offices of ""Boone and Murphy"". Cheating husbands and missing dogs fail to bring in the big bucks however, and after sleeping with the wife of one of their clients Murphy leaves. To stop Boone from having to close down the business the two film-makers must resort to a hands-on approach in the investigations to ensure the completion of their movie.",0,0,"A comedy about passion, murder and things that can only happen in the movies.",5,6
3058,The Ape,horror sci-fi,1940,tt0032215,4.6,1831.0,0.0,62,en,652675,"James Parker and Harry Holt are on an expedition in Africa in search of the elephant burial grounds that will provide enough ivory to make them rich. Parker's beautiful daughter Jane arrives unexpectedly to join them. Jane is terrified when Tarzan and his ape friends abduct her, but when she returns to her father's expedition she has second thoughts about leaving Tarzan.",15,0,Mothered by an ape—he knew only the law of the jungle—to seize what he wanted!,6,145
3059,British Intelligence,drama,1940,tt8060808,-1.0,-1.0,0.0,-1,en,0,"During WWI pretty German master spy Helene von Lorbeer is sent undercover to London to live with the family of a high-placed British official where she is to rendezvous with the butler Valdar, also a spy, and help him transmit secret war plans back to Germany.",1,0,"Although the home of cabinet minister Arthur Bennett is a hotbed of spies, moles, and double agents, no one knows the true identity of notorious German spymaster Strendler.",6,15
3060,The Commitments,comedy drama,1991,tt0101605,7.6,34968.0,0.0,118,en,12000000,"Jimmy Rabbitte, just a tick out of school, gets a brilliant idea: to put a soul band together in Barrytown, his slum home in north Dublin. First he needs musicians and singers: things slowly start to click when he finds three fine-voiced females virtually in his back yard, a lead singer (Deco) at a wedding, and, responding to his ad, an aging trumpet player, Joey ""The Lips"" Fagan.",12,14919570,"They had nothing to lose, they risked it all.",7,400
3061,Holiday Inn,comedy musical,1942,tt0034862,7.4,15196.0,0.0,100,en,0,"Lovely Linda Mason has crooner Jim Hardy head over heels, but suave stepper Ted Hanover wants her for his new dance partner after femme fatale Lila Dixon gives him the brush. Jim's supper club—Holiday Inn—is the setting for the chase by Hanover and manager Danny Reed. The music's the thing.",12,0,,7,146
3062,The Longest Day,action drama war,1962,tt0276293,4.8,9.0,0.0,-1,en,10000000,"The retelling of June 6, 1944, from the perspectives of the Germans, US, British, Canadians, and the Free French. Marshall Erwin Rommel, touring the defenses being established as part of the Reich's Atlantic Wall, notes to his officers that when the Allied invasion comes they must be stopped on the beach. ""For the Allies as well as the Germans, it will be the longest day""",22,50100000,This is the day that changed the world... when history held its breath.,7,724
3063,Poison Ivy,thriller,1992,tt0105156,5.4,18351.0,0.0,93,en,3000000,A seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family.,21,1829804,"What Ivy wants, Ivy gets.",5,260
3064,Poison Ivy: New Seduction,thriller,1997,,-1.0,-1.0,0.0,-1,en,0,A sinister seductress vows to destroy a suburban family.,17,0,All the rules are about to be broken.,4,67
3065,Ten Benny,drama,1997,tt0114008,5.7,397.0,0.0,108,en,0,"The story of a young shoe salesman whose overestimation of his own sharpness leads to gambling debts, pissed-off loan sharks, and overall misery.",0,0,,5,4
3066,Tora! Tora! Tora!,war,1970,tt0066473,7.5,33795.0,0.0,144,en,25485000,"In the summer of 1941, the United States and Japan seem on the brink of war after constant embargos and failed diplomacy come to no end. ""Tora! Tora! Tora!"", named after the code words use by the lead Japanese pilot to indicate they had surprised the Americans, covers the days leading up to the attack on Pearl Harbor, which plunged America into the Second World War.",13,37150000,The incredible attack on Pearl Harbor.,7,389
3067,Women on the Verge of a Nervous Breakdown,comedy drama,1988,tt0095675,7.5,40150.0,0.0,88,es,700000,"Pepa resolves to kill herself with a batch of sleeping-pill-laced gazpacho after her lover leaves her. Fortunately, she is interrupted by a deliciously chaotic series of events.",13,7179298,A comedy about someone you know.,7,631
3068,The Verdict,drama,1982,tt7952200,6.6,38.0,0.0,59,en,16000000,"Frank Galvin is a down-on-his-luck lawyer and reduced to drinking and ambulance chasing, when a former associate reminds him of his obligations in a medical malpractice suit by serving it to Galvin on a silver platter—all parties are willing to settle out of court. Blundering his way through the preliminaries, Galvin suddenly realizes that the case should actually go to court—to punish the guilty, to get a decent settlement for his clients... and to restore his standing as a lawyer.",14,53977250,"The doctors want to settle, the Church wants to settle, their lawyers want to settle, and even his own clients are desperate to settle. But Galvin is determined to defy them all. He will try the case.",7,439
3069,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,drama,1972,tt0068528,7.4,2360.0,0.0,100,en,0,"Middle-aged widow Beatrice Hunsdorfer (Joanne Woodward) and her daughters Ruth (Roberta Wallach) and Matilda (Nell Potts) are struggling to survive in a society they barely understand. Beatrice dreams of opening an elegant tea room but does not have the wherewithal to achieve her lofty goal. Epileptic Ruth is a rebellious adolescent, while shy but highly intelligent and idealistic Matilda seeks solace in her pets and school projects, including one designed to show how small amounts of radium affect marigolds.",3,0,,7,42
3070,The Adventures of Buckaroo Bonzai Across the 8th Dimension,adventure comedy sci-fi,1984,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
3071,Stand and Deliver,drama,1987,tt0094027,7.3,19983.0,0.0,103,en,0,"Jaime Escalante is a mathematics teacher in a school in a hispanic neighbourhood. Convinced that his students have potential, he adopts unconventional teaching methods to try and turn gang members and no-hopers into some of the country's top algebra and calculus students.",15,13994920,"At a tough school, someone had to take a stand...and someone did. Together, one teacher and one class proved to America they could...",7,246
3072,Moonstruck,comedy,1987,tt0093565,7.1,57615.0,0.0,102,en,15000000,"No sooner does Italian-American widow Loretta accept a marriage proposal from her doltish boyfriend, Johnny, than she finds herself falling for his younger brother, Ronny. She tries to resist, but Ronny lost his hand in an accident he blames on his brother, and has no scruples about aggressively pursuing her while Johnny is out of the country. As Loretta falls deeper in love, she comes to learn that she's not the only one in her family with a secret romance.",18,80640528,Life. Family. Love.,6,649
3073,The Sandpiper,drama romance,1965,tt0059674,6.2,3350.0,0.0,117,en,0,"A free-spirited single mother forms a connection with the wedded headmaster of an Episcopalian boarding school in Monterey, California.",5,0,It was the right thing. It was the wrong thing. It was the only thing their hearts would allow.,6,33
3074,Jeremiah Johnson,western,1972,tt0068762,7.6,31124.0,0.0,108,en,0,A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by Indians when he proves to be the match of their warriors in one-to-one combat on the early frontier.,13,0,"His Mountain. His Peace. His Great Hunts. His Young Bride. With All That, It Should Have Been Different.",7,438
3075,Repulsion,thriller,1965,tt0059646,7.6,52278.0,0.0,105,en,300000,"Beautiful young manicurist Carole suffers from androphobia (the pathological fear of interaction with men). When her sister and roommate, Helen, leaves their London flat to go on an Italian holiday with her married boyfriend, Carole withdraws into her apartment. She begins to experience frightful hallucinations, her fear gradually mutating into madness.",16,0,The nightmare world of a virgin's dreams becomes the screen's shocking reality!,7,732
3076,Irma la Douce,comedy,1963,tt0057187,7.3,18812.0,0.0,147,en,5000000,A Parisian policeman gives up everything for the love of a free-living sex worker.,14,25200000,"A story of passion, bloodshed, desire and death... everything, in fact, that makes life worth living.",7,282
3077,42 Up,documentary,1998,,-1.0,-1.0,0.0,-1,en,0,Director Michael Apted revisits the same group of British-born adults after a 7 year wait. The subjects are interviewed as to the changes that have occurred in their lives during the last seven years.,4,0,,7,38
3078,Liberty Heights,drama,1999,tt0165859,7.0,6730.0,0.0,127,en,0,"This semi-autobiographical film by Barry Levinson follows various members of the Kurtzman clan, a Jewish family living in suburban Baltimore during the 1950s. As teenaged Ben completes high school, he falls for Sylvia, a black classmate, creating inevitable tensions. Meanwhile, Ben's brother, Van, attends college and becomes smitten with a mysterious woman while their father tries to maintain his burlesque business.",5,0,"You're only young once, but you remember forever.",6,50
3079,Mansfield Park,drama,1999,tt0178737,7.0,23596.0,0.0,112,en,0,"In Mansfield Park, poverty-stricken Fanny Price is sent away to live with her wealthy uncle and aunt at Mansfield Park. As she struggles to adapt to her new lifestyle she begins to attract the attentions of suitors, learning about the sexual politics of high society along the way.",14,0,,6,85
3080,"Goodbye, 20th Century (Zbogum na dvadesetiot vek)",drama sci-fi,1998,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
