,movie_id,tags,title,genres,year
2855,2924,jackie chan martial arts lots of kicking kung fu martial arts great jackie chan flick jackie chan martial arts jackie chan comedy action comedy action comedy action comedy action comedy action comedy,Drunken Master (Zui quan) ,action comedy,1979
2856,2925,photography menacing atmospheric disturbing downbeat haunted by the past menacing reflective social climbing somber bernardo bertolucci vhs drama drama drama drama drama,"Conformist, The (Il Conformista) ",drama,1970
2857,2926,taped hilarious s remadeas hairspray  remakeof hairspray  setting baltimore s baltimore girls retro teens s rock and roll teen comedy drama comedy drama comedy drama comedy drama comedy drama,Hairspray ,comedy drama,1988
2858,2927,based on a play noel coward adultery brief encounters imdb top  adultery erlend s dvds janus  affectionate bittersweet poignant understated criterion tumey s dvds golden palm dvd video drama romance drama romance drama romance drama romance drama romance,Brief Encounter ,drama romance,1946
2859,2928,book remake based on a book remake mm drama drama drama drama drama,"Razor's Edge, The ",drama,1984
2860,2929,oscar best cinematography oscar best directing oscar best supporting actress inspiring quite romantic a bit overwhelming drama journalism revolution romance activism politics diane keaton maureen stapleton warren beatty drama drama drama drama drama,Reds ,drama,1981
2861,2930,in netflix queue documentary documentary documentary documentary documentary,Return with Honor ,documentary,1998
2862,2931,kusturica affectionate bittersweet compassionate hallucinatory heartwarming quirky gypsy kusturica drama drama drama drama drama,Time of the Gypsies (Dom za vesanje) ,drama,1989
2863,2932,national film registry oscar best cinematography photography atmospheric austere dreamlike lyrical meditative somber understated facebook rec ennio morricone terrence malick mm betamax clv oscar best cinematography sven s to see list drama drama drama drama drama,Days of Heaven ,drama,1978
2864,2933,criterion drama drama drama drama drama,"Fire Within, The (Le Feu Follet) ",drama,1963
2865,2934,dance gypsy dance betamax musical musical musical musical musical,"Love Bewitched, A (El Amor Brujo) ",musical,1986
2866,2935,emerson must see gambling national film registry criterion afi  laughs classic farce ocean liner screwball classics clean wholesome farce screwball tumey s dvds afi  laughs comedy romance comedy romance comedy romance comedy romance comedy romance,"Lady Eve, The ",comedy romance,1941
2867,2936,preston sturges national film registry criterion afi  laughs preston sturges afi movies about movies tumey s dvds afi  cheers afi  laughs comedy comedy comedy comedy comedy,Sullivan's Travels ,comedy,1942
2868,2937,black and white preston sturges screwball tumey s dvds afi  laughs comedy comedy comedy comedy comedy,"Palm Beach Story, The ",comedy,1942
2869,2938,nan,Man Facing Southeast (Hombre Mirando al Sudeste) ,drama,1986
2870,2939,marilyn monroe william holden in netflix queue drama thriller drama thriller drama thriller drama thriller drama thriller,Niagara ,drama thriller,1953
2871,2940,nightclub noir vday burlesque casino intrigue love hate rita hayworth film-noir film-noir film-noir film-noir film-noir,Gilda ,film-noir,1946
2872,2941,island adapted from b way ray walston classic world war ii mm musical romance war musical romance war musical romance war musical romance war musical romance war,South Pacific ,musical romance war,1958
2873,2942,girlie movie dance favorites nudity topless k movie strippers nudity topless drama romance drama romance drama romance drama romance drama romance,Flashdance ,drama romance,1983
2874,2943,vietnam historical atmospheric colonialism culture clash elegant interracial cross cultural romance lavish love triangles lyrical mothers and daughters political unrest sentimental sweeping owned favorite scenes   tumey s dvds oscar best foreign language film drama romance drama romance drama romance drama romance drama romance,Indochine ,drama romance,1992
2875,2944,world war ii afi  thrills first two thirds best want tumey s dvds collectible world war ii lee marvin telly savalas world war ii mm first two thirds best mm afi  thrills world war ii action war action war action war action war action war,"Dirty Dozen, The ",action war,1967
2876,2945,nan,Mike's Murder ,mystery,1984
2877,2946,beatles music rock and roll s music rock and roll the beatles musical band the beatles the beatles wired  greatest soundtracks comedy musical comedy musical comedy musical comedy musical comedy musical,Help! ,comedy musical,1965
2878,2947,action bond bond james bond franchise classic bond bond old spying bond james bond seen more than once action thriller james bond  james bond  bond  gadget car series james bond humorous rousing slick tense best of bond  series assassin killer as protagonist murder rape setting golf course scene awesome bond flick much better than dr no best of bond owned james bond tumey s dvds pussy galore james bond sean connery bond  james bond james bond bond gert frobe sean connery  bond james bond action spy spy thriller action adventure afi  movie quotes afi  thrills sean connery bond action action action action action,Goldfinger ,action,1964
2879,2948,sequel better than original james bond   bond  series james bond best of bond  series assassin espionage killer as protagonist murder  james bond tumey s to see again espionage  bond sean connery james bond sean connery bond  james bond bond franchise  bond james bond  action action action action action,From Russia with Love ,action,1963
2880,2949,bond james bond bond   bond  james bond series james bond best of bond  series assassin killer as protagonist murder james bond james bond tumey s dvds james bond sean connery bond  james bond bond franchise  bond betamax vhs james bond  afi  movie quotes franchise action action action action action,Dr. No ,action,1962
2881,2950,based on a book golden raspberry worst actress island nudity topless brief marooned nude brooke shields can t remember mm adventure drama romance adventure drama romance adventure drama romance adventure drama romance adventure drama romance,"Blue Lagoon, The ",adventure drama romance,1980
2882,2951,excellent f  leone spaghetti westerm sergio leone spaghetti western spaghetti western italian stopped watching spaghetti western sergio leone clint eastwood western spaghetti western tumey s dvds western spaghetti western morricone score sergio leone spaghetti western katsomattomat clint eastwood ennio morricone sergio leone spaghetti western action italy sergio leone spain west germany western clint eastwood clint eastwood spaghetti western bad spaghetti western amazing western gritty great movie western    dont know sergio leone spaghetti western standoff western sergio leone spaghetti western very good western spaghetti western western western western classic leone classic spaghetti spaghetti western action western action western action western action western action western,"Fistful of Dollars, A ",action western,1964
2883,2952,directorial debut paul thomas anderson gambling to see gem seen more than once paul thomas anderson  philip seymour hoffman samuel l jackson casino gambling kidnapping murder neo noir hw drama not corv lib crime thriller crime thriller crime thriller crime thriller crime thriller,"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) ",crime thriller,1996
2884,2953,alone robbers excellent funny good for kids cute sequel fever adventure oh dear funny okay once christmas chris columbus macaulay culkin christmas sequel quirky underrated seen more than once xmas theme homerus sequel devito funny new york christmas humorous sequel silly fun home alone comedy awesome family silly but good boring stupid comedy children comedy for kids children s comedy crap dont know funny family comedy funny not again oh no comedy for kids children comedy decent funny kids warm kids and family childhood classic christmas mccaulay culkin sequel family for kids sucks big time children's comedy children's comedy children's comedy children's comedy children's comedy,Home Alone 2: Lost in New York ,children's comedy,1992
2885,2954,nan,Penitentiary ,drama,1979
2886,2955,boxing ernie hudson drama drama drama drama drama,Penitentiary II ,drama,1982
2887,2956,someone to watch over me who cares dvds erlend s dvds ridley scott action crime thriller action crime thriller action crime thriller action crime thriller action crime thriller,Someone to Watch Over Me ,action crime thriller,1987
2888,2957,nan,Sparrows ,drama,1926
2889,2958,american indian native native americans drama drama drama drama drama,Naturally Native ,drama,1998
2890,2959,based on a book chuck palahniuk edward norton dani psychology based on a book brad pitt edward norton gfei own it dvd seen more than once rebellion cinematographer jeff cronenweth edgy mental illness violence dialogue social commentary ohsoso divx brilliant own helena bonham carter philosophy soap split personality edward norton violence psychology super interesting peer support violence awsome raw awsome jim uhls r brad pitt david fincher edward norton helena bonham carter my dvds surreal intense palahniuk s twisted worlds taken to the screen psychologicsl games questioning sanity subversion super cool brad pitt david fincher edward norton absolute favorite imdb top  based on a book based on book narrated scope unreliable narrators mental illness metaplot social commentary very clever very good seen more than once violence mindfuck bloody awsom seen more than once psychology own brad pitt edward norton jared leto atmospheric based on book consumerism mental illness oscar nominee sound effects editing philosophy sabotage surreal violence angry atmospheric confrontational dangerous friends disturbing fighting the system grim satirical split personalities terrorism visceral classic crime based on a book edward norton psychology edward norton violence based on a book mental illness nudity topless greatest movie of all time brad pitt edward norton brad pitt edward norton psychology eric s dvds original nudity topless brief brad pitt seen more than once mindfuck dvd seen at the cinema top  ever watched  brad pitt hilarious lots of kicking divx twist david fincher anarchism brad pitt david fincher edward norton anomie psychology stylish brad pitt edward norton powerful ending super interesting violence continuity problems overrated surreal violence edward norton messed up capitalism fighting owned intense mystery psychedelic greatest movie of all time philosophy tumey s dvds get theater vhs can t remember mindfuck pua narrated action narrated social commentary firefly losing your mind split personality special based on book oscar nominee super interesting action quirky surreal twists turns brad pitt david fincher edward norton fighting subversion vandalism violence edward norton escapism mind power oscar nominee surreal panos violence s masculine men violence clearplay r my movies greatest movie of all time violence brad pitt fighting angry based on a book mental illness social commentary subversion twist violence violence edward norton brad pitt edward norton helena bonham carter based on novel civilisation masculinity schizophrenia testosterone need to own jcl to buy  stars anarchy testosterone violence violence edward norton narrated philosophy psychology imaginary friend violence mental illness surreal brad pitt edward norton gettin your pitt out of the head hilarity mindfuck drama drama drama drama drama,Fight Club ,drama,1999
