movie_id,title,genres,year,original_language,budget,overview,popularity,revenue,tagline,tmdb_vote_avg,tmdb_vote_count,tmdb_id
3481,high fidelity,comedy,2000,en,30000000,"When record store owner Rob Gordon gets dumped by his girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in an attempt to figure out what went wrong. As Rob seeks out his former lovers to find out why they left, he keeps up his efforts to win Laura back.",16,47126295,"A comedy about fear of commitment, hating your job, falling in love and other pop favorites.",7,1533,27475
3482,price of glory,drama,2000,en,10000000,"An ex-boxer, living with the knowledge that his fight career was cut short by a crooked manager, channels his bitter disappointment in a single-minded quest for boxing championships for his three sons. We see them in pee-wee Silver Glove matches with dad constantly pushing them. Ten years later, they're young men, with dad as both father and manager. A professional promoter, Nick Everson, wants to sign the boys, but dad rejects those offers. Then, in expressions of their varied relationships with their father, each son makes his own decisions. Can dad ever step aside, and can the family hold together?",2,0,Sometimes the toughest battles are fought in your own family.,4,7,27475
3483,"road to el dorado, the",animation children's,2000,en,95000000,"After a failed swindle, two con-men end up with a map to El Dorado, the fabled ""city of gold,"" and an unintended trip to the New World.  Much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  The only question is, do they take the worshipful natives for all they're worth, or is there a bit more to El Dorado than riches?",49,76432727,They came for the gold. They stayed for the adventure.,7,3078,27475
3484,"skulls, the",thriller,2000,en,15000000,"A senior at an ivy league college, who depends on scholarships and working on the side, gets accepted into the secret society The Skulls. He hopes it betters chances at Harvard but The Skulls is not what he thought and comes at a price.",10,35007180,Getting in is easy. Getting out is a killer.,5,444,27475
3485,autopsy (macchie solari),horror,1975,en,2000000,"Emily Johnson, her boyfriend Bobby and their friends Clare and Jude are recent college grads driving cross-country, taking a last vacation together before they face the ""real"" world. An accident leaves them hurt and stranded on a lonely Louisiana road. When the ambulance arrives, it whisks them to Mercy Hospital.",11,0,,4,153,27475
3486,devil girl from mars,sci-fi,1954,en,0,"Eight people at a remote Scottish inn find themselves confronted by a woman from Mars, who has landed her flying saucer for repairs but intends to soon conquer the Earth and enslave its men for breeding purposes.",2,0,Invasion from Outer Space!...Sights too weird to imagine! Destruction too monstrous to escape!,5,27,27475
3487,"dorado, el",western,1967,en,4653000,"Cole Thornton, a gunfighter for hire, joins forces with an old friend, Sheriff J.P. Hara. Together with an old indian fighter and a gambler, they help a rancher and his family fight a rival rancher that is trying to steal their water.",14,6000000,It's The Big One With The Big Two!,7,369,27475
3488,"hideous sun demon, the",horror sci-fi,1959,en,0,"Z-grade horror flick ""The Hideous Sun Demon"" re-dubbed and re-edited into a monster-movie spoof about a suntan lotion that works from the inside out (it also has a certain side effect).",0,0,,0,0,27475
3489,hook,adventure fantasy,1991,en,70000000,"The boy who wasn't supposed grow up—Peter Pan—does just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. During his trip to see Granny Wendy in London, the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland.",35,300855000,What if Peter Pan grew up?,6,4367,27475
3490,horror express,horror,1972,en,300000,Mysterious and unearthly deaths start to occur while Professor Saxton is transporting the frozen remains of a primitive humanoid creature he found in Manchuria back to Europe.,12,0,A nightmare of terror travelling aboard the Horror Express!,6,191,27475
3491,my chauffeur,comedy,1986,en,0,"A feisty young woman accepts a mysterious offer to become a chauffeur for a Beverly Hills limousine business, much to the chagrin of her older male coworkers and the disbelief of her customers.",3,0,He fell in love with the help... Beverly Hills will never be the same.,5,19,27475
3492,"son of the sheik, the",adventure,1926,en,0,"Ahmed, son of Diana and Sheik Ahmed Ben Hassan, falls in love with Yasmin, a dancing girl who fronts her father's gang of mountebanks. She and Ahmed meet secretly until one night when her father and the gang capture the son of the sheik, torture him, and hold him for ransom.",3,0,"""An eye for an eye-a hate for a hate-that my girl, is the law of the tribe.""",6,16,27475
3493,torso (corpi presentano tracce di violenza carnale),horror,1973,sv,0,"On a beach in Gothenburg found parts of a dismembered man's body. The only thing that is going on, a tattoo on the torso. Irene Huss finds similar previous cases that will take her to Copenhagen, where she is forced to look for a friend's daughter who disappeared. Likfyndet will be the prelude to more nasty murders that lead Irene to Copenhagen's underworld.",1,0,,4,8,27475
3494,true grit,adventure western,1969,en,38000000,"Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find—a man with 'true grit'—Reuben J. 'Rooster' Cogburn.",19,252276927,Punishment Comes One Way or Another.,7,4315,27475
3495,roadside prophets,comedy drama,1992,en,0,"Sid and Nancy screenplay author Abbe Wool makes her directorial debut with this tale of a factory worker name Joe (X front man John Doe) who hits the road on his Harley to scatter the ashes of a co-worker. Joined by wannabe biker Sam (Adam Horovitz of the Beastie Boys), Joe journeys from Los Angeles to Nevada, meeting all sorts of characters (played by the likes of David Carradine, John Cusack, Timothy Leary and Arlo Guthrie) along the way.",3,157645,They weren't born to be wild. It just turned out that way.,5,15,27475
3496,madame sousatzka,drama,1988,en,0,"In London, eccentric piano instructor Madame Sousatzka takes on a new prize protégé, Manek, a teenage Bengali immigrant who displays incredible talent. Manek forms a close bond with his teacher, but soon discovers that she expects her pupils to become disciplined in all areas of life, and not just behind the piano",1,0,"I teach not only how to play, but how to live.",6,15,27475
3497,max dugan returns,comedy,1983,en,0,An English teacher and struggling single mother has her life disrupted when the father who abandoned her as a child comes back into her life.,3,0,Prices are double. Your love life's in trouble. The car won't start. Your boss has no heart. The door squeaks. The roof leaks. Your stereo just went mono. All you need is a little Max Dugan.,6,34,27475
3498,midnight express,drama,1978,en,2300000,"Billy Hayes is caught attempting to smuggle drugs out of Turkey. The Turkish courts decide to make an example of him, sentencing him to more than 30 years in prison. Hayes has two opportunities for release: the appeals made by his lawyer, his family, and the American government, or the ""Midnight Express"".",17,35000000,"Walk into the incredible true experience of Billy Hayes, and bring all the courage you can!",7,1272,27475
3499,misery,horror,1990,en,20000000,"Novelist Paul Sheldon crashes his car on a snowy Colorado road. He is found by Annie Wilkes, the ""number one fan"" of Paul's heroine Misery Chastaine. Annie is also dangerously unstable, and Paul finds himself crippled, drugged, and at her mercy.",22,61276872,"Paul Sheldon used to write for a living. Now, he’s writing to stay alive.",7,3553,27475
3500,mr. saturday night,comedy drama,1992,en,43000000,"Buddy Young was the comic's comic, beloved by everyone. Now, playing to miniscule crowds in nursing homes, it seems like everybody but Buddy realizes that he should retire. As Buddy looks for work in show business, he realizes that the rest of the world has forgotten the golden days of Buddy Young, and that there just may not be room in the business for an old comic like himself.",5,13300000,It's lonely at the middle.,5,43,27475
